1.662334635144902206e+00,1.410182481288859480e+00,1.982671309152197026e+00,1.585489788925415588e+00,1.591605624976775157e+00,1.370783572107911130e+00,2.074922571243626113e+00,1.437082777316008197e+00,1.342469383664693039e+00,1.704839738429993812e+00,1.003386152776633011e+00,1.117695492502164045e+00,1.574361376670716961e+00,1.246922106679601017e+00,1.337250978955650593e+00,8.383694049142116356e-01,1.361388724140200068e+00,1.376366130574909974e+00,1.096055460798491588e+00,1.858658843627048141e+00,1.540831639689959953e+00,2.182955956966462718e+00,1.691271379953664056e+00,1.242136328339348061e+00,1.417225983124652755e+00,6.496374362338953601e-01,1.576860619233031668e+00,1.467820685249573653e+00,1.666230019897261716e+00,1.273044048101175330e+00,1.295592047852857531e+00,1.799903084210300541e+00,1.489166100828462458e+00,2.114729730188136259e+00,1.507891059438265291e+00,8.813384102170713774e-01,1.666449825507892779e+00,9.738329185839863511e-01,1.236558973235347247e+00,1.866235884735221173e+00,1.608145419763542305e+00,1.640560536097271704e+00,1.393374169600985590e+00,1.547612536709644049e+00,1.488657449091673968e+00,1.222076912270936289e+00,1.238492042963564188e+00,1.605750441669740569e+00,1.220190584637669939e+00,1.481500944198615333e+00
1.473373834047517095e+00,1.415110929381825589e+00,1.211735939888116897e+00,1.542762265257313636e+00,1.384111208243989255e+00,1.522365610653743762e+00,1.433494583875900563e+00,1.279463585411305226e+00,1.132246527561114213e+00,1.495191819858811444e+00,1.442270317350995867e+00,1.885795220823152096e+00,1.439368660858387550e+00,1.272340373753244158e+00,1.457212374113678877e+00,1.332732425606463433e+00,1.637062458815825350e+00,1.469426532315199818e+00,1.657157872676880306e+00,1.432378264697557801e+00,1.387510610697525903e+00,1.590304162825882717e+00,1.665340426145177632e+00,1.047598042321716827e+00,1.398203946025714517e+00,1.316103450208522263e+00,1.305887505202259380e+00,1.569611374164616269e+00,1.507777182575078312e+00,1.535547914466656172e+00,1.695399838981789253e+00,1.850635071274089549e+00,1.425250359642045828e+00,1.414319148649921143e+00,1.812860571575554802e+00,1.706766629077081321e+00,1.376200680271825183e+00,1.214979213466866881e+00,1.649820076102982203e+00,1.559177150827977698e+00,1.468501821942132413e+00,1.826201336019186883e+00,1.507067168609035113e+00,1.495778622932541602e+00,1.612700616588571334e+00,1.527462115072570681e+00,1.789439803424824449e+00,1.816128513312848192e+00,1.360874748909315590e+00,1.614654990480277386e+00
1.366838021046101748e+00,1.648674440945445907e+00,1.463251884894137156e+00,1.387167775599122299e+00,1.643697297754329156e+00,1.570513198968107371e+00,1.487523294667156604e+00,1.410303093864749169e+00,1.690523874355112310e+00,1.551612267825821068e+00,1.543694677404436666e+00,1.476309676450746400e+00,1.639303704416998464e+00,1.490448008793319845e+00,1.302255945108796942e+00,1.518270694068439619e+00,1.172124160708135188e+00,1.297570127020977182e+00,1.383554534204016306e+00,1.131110987608789475e+00,1.560213433736653554e+00,1.386747328550650638e+00,1.370204107740238486e+00,1.494431970552300593e+00,1.257560184061169872e+00,1.504429708747134109e+00,1.375694567216502184e+00,1.818150313125624917e+00,1.643013997273990778e+00,1.526835375210595425e+00,1.762538513248680383e+00,1.423049494618546795e+00,1.427070006756339104e+00,1.677501776628538277e+00,1.528623728354027822e+00,1.568134385658705998e+00,1.592570683539200616e+00,1.665319549456683035e+00,1.504999823306409024e+00,1.433504657651346825e+00,1.371765487710156828e+00,1.715606217104546527e+00,1.307841038148945589e+00,1.384898624727519678e+00,1.269105637604519110e+00,1.607126383016720617e+00,1.741051008675584821e+00,1.470350451490972876e+00,1.788175701587231936e+00,1.492445969981150311e+00
1.564939626802434480e+00,1.660096201018275153e+00,1.392415030280643951e+00,1.650098162539393787e+00,1.516584286881713428e+00,1.494909432145882899e+00,1.455265505295552098e+00,1.526122298826833479e+00,1.415214129575951496e+00,1.664410393691386991e+00,1.499123446481374078e+00,1.583411299732765176e+00,1.498235802618651302e+00,1.685860313715625836e+00,1.460891840570084588e+00,1.437543442631740165e+00,1.695796566306158049e+00,1.590011575003777322e+00,1.771948468048778480e+00,1.644635479568011593e+00,1.499269907658739243e+00,1.486711127817973210e+00,1.549007182887314205e+00,1.279903128799516621e+00,1.531125233927058460e+00,1.576351874155494048e+00,1.479983810504447161e+00,1.497044616812842399e+00,1.483595413301734167e+00,1.409122762594084310e+00,1.570540773052169659e+00,1.463734543320821979e+00,1.489739840333974552e+00,1.517390058202667591e+00,1.456735297060816947e+00,1.759292436917160973e+00,1.658020078696959665e+00,1.424353958544787524e+00,1.281781490176803651e+00,1.645695595263952482e+00,1.469206220768974003e+00,1.503820801338904944e+00,1.640589352095704889e+00,1.484802484649044185e+00,1.406344364220696752e+00,1.458061166394654995e+00,1.336129746687735986e+00,1.452483526859432716e+00,1.477135801509704693e+00,1.485524448114116325e+00
1.557891672653357373e+00,1.556447716747235477e+00,1.432121511031317684e+00,1.430185623326068800e+00,1.441220058726295994e+00,1.544179339092321968e+00,1.628876000649097655e+00,1.501539109502251002e+00,1.484935056683314603e+00,1.623757195038653789e+00,1.560183923657253668e+00,1.457552530535710877e+00,1.484052830018449898e+00,1.408127824156728103e+00,1.448290474615234968e+00,1.537658346535570653e+00,1.621482534246040830e+00,1.666156142950483421e+00,1.406588093113408267e+00,1.531736588465424376e+00,1.406398813731673192e+00,1.585811907314419233e+00,1.566638137268881570e+00,1.497376404192344301e+00,1.540672310551934210e+00,1.498947740373836490e+00,1.560909245456175043e+00,1.633016591042960597e+00,1.661395468425122424e+00,1.535569304249126521e+00,1.399233987618836883e+00,1.461208408495322963e+00,1.566762833967411339e+00,1.555416178836644736e+00,1.407370999657134858e+00,1.519153126106524088e+00,1.537613391852433065e+00,1.474475491725181220e+00,1.468874237246037273e+00,1.542219743654480890e+00,1.480328237273728753e+00,1.476528415626503943e+00,1.479062463433132635e+00,1.504704629999501053e+00,1.407122724811332271e+00,1.504964328805397766e+00,1.629687529421955716e+00,1.404314637189557624e+00,1.517446753204678478e+00,1.511352855903666859e+00
1.567097270597023417e+00,1.515249236956038414e+00,1.458940625456649709e+00,1.505493194549038183e+00,1.474790114258066165e+00,1.498528228312421939e+00,1.437210534623956759e+00,1.510314952273102751e+00,1.537842008826541873e+00,1.451047750842907602e+00,1.534788838547309853e+00,1.528238818997878390e+00,1.500996826867631917e+00,1.569114053610059401e+00,1.454859379020515542e+00,1.589633916336662400e+00,1.553365190563933629e+00,1.520286574693725523e+00,1.529350187977926989e+00,1.429380431127318163e+00,1.503463301058004298e+00,1.478473987405349410e+00,1.469988002462243148e+00,1.449942711835994880e+00,1.588798195323586793e+00,1.466241840829763499e+00,1.487717743191800501e+00,1.499996684289160109e+00,1.464544797618728023e+00,1.498497981262545853e+00,1.473336111931402792e+00,1.451839767522004720e+00,1.499465066077243058e+00,1.554062299583785833e+00,1.516134233370221462e+00,1.475208376578123204e+00,1.520514733798550511e+00,1.510286857992334308e+00,1.610892574967262236e+00,1.395588506067942713e+00,1.617385189931360490e+00,1.502492419183549366e+00,1.474207556756644166e+00,1.536887155375856739e+00,1.442509088889854851e+00,1.427699528726217526e+00,1.550733069768857719e+00,1.570853190368769248e+00,1.561324053605682938e+00,1.554439129596871805e+00
1.467601514512219651e+00,1.491912391380717962e+00,1.506393801570666380e+00,1.559417283940563559e+00,1.495993646932336496e+00,1.526881918272164906e+00,1.486288210301422774e+00,1.575259633169310503e+00,1.549127060854077254e+00,1.483597036410014836e+00,1.471948660588424218e+00,1.514756609219200856e+00,1.574707785826956252e+00,1.524066346615641665e+00,1.507264774595685752e+00,1.446562785177284649e+00,1.539285952282970937e+00,1.583289876955153552e+00,1.512843923402791724e+00,1.493553263798181874e+00,1.536053917491914333e+00,1.505025597914857016e+00,1.495642498488025218e+00,1.558797679709275741e+00,1.509637949566937642e+00,1.495446277697450421e+00,1.494858959929257658e+00,1.492313935710856576e+00,1.592638699623322385e+00,1.513248902337392288e+00,1.430274607788968533e+00,1.566396895777897535e+00,1.469715438931449958e+00,1.473485069238630318e+00,1.470754099659632219e+00,1.515389049807327693e+00,1.484451691322977052e+00,1.564181577939377732e+00,1.506953094553811434e+00,1.531209895515707853e+00,1.496273354549845891e+00,1.469386996857314553e+00,1.508667737513379681e+00,1.505968939296969511e+00,1.563082106656595416e+00,1.494458063308950591e+00,1.520438042416687674e+00,1.502754262418393827e+00,1.518663150474795387e+00,1.542763912836381479e+00
1.550151588584730789e+00,1.514652832057018728e+00,1.515409681145998722e+00,1.468795669003623905e+00,1.496401232693084005e+00,1.468524126259589835e+00,1.553118095023176437e+00,1.483125868578367257e+00,1.522146997015415115e+00,1.529738976723328481e+00,1.503261913461970245e+00,1.497052001140274591e+00,1.494049353344333309e+00,1.518397986256847521e+00,1.477064812025544516e+00,1.522327483569773987e+00,1.540974043884582700e+00,1.494072909721955833e+00,1.510650334479939350e+00,1.544134916029145987e+00,1.508349516210030217e+00,1.567293635334024104e+00,1.546565341936941174e+00,1.461045589882212781e+00,1.489864077597568226e+00,1.515016316540372054e+00,1.545280641203478966e+00,1.525473119917795994e+00,1.477185180346671789e+00,1.506000916556364366e+00,1.495933031336710517e+00,1.509752061342165108e+00,1.509856124505690289e+00,1.521393397763019184e+00,1.513062734823684252e+00,1.462053927232792816e+00,1.517723549791239579e+00,1.548588728493185185e+00,1.506180254865953083e+00,1.518748081100212310e+00,1.492748229492133039e+00,1.522859681004761434e+00,1.493561064334153254e+00,1.484961712498029662e+00,1.559564839423782212e+00,1.492560577919007647e+00,1.491786414535745786e+00,1.492567614620780692e+00,1.501424041143288646e+00,1.562085674288903103e+00
1.552773868670056734e+00,1.481711295405231388e+00,1.529943320888869751e+00,1.525972016983897062e+00,1.495320739763064122e+00,1.488889091205082948e+00,1.504570629766897705e+00,1.495346926971670598e+00,1.500528522555136579e+00,1.568062260784533590e+00,1.484897990044193428e+00,1.500499650998198042e+00,1.540265455846549614e+00,1.540934140433310562e+00,1.478989233852572083e+00,1.492348869361934893e+00,1.533824864839572477e+00,1.518462140108913561e+00,1.496204828339991577e+00,1.541050036293509118e+00,1.472883607471423328e+00,1.473832883201208199e+00,1.514317863461581259e+00,1.477139454622588222e+00,1.523613156076471187e+00,1.498401189833871161e+00,1.488071000254699738e+00,1.478367204990173933e+00,1.490013860774817456e+00,1.537400252280522794e+00,1.519936147583242025e+00,1.551323650783559494e+00,1.488875645970875183e+00,1.537070805499589632e+00,1.479595897333898957e+00,1.527890478902353966e+00,1.501807848546436119e+00,1.526509628383210249e+00,1.462284490612665300e+00,1.508671135424292320e+00,1.467496345313926698e+00,1.538454566897836662e+00,1.483706321309373743e+00,1.495730512965063097e+00,1.594523902518151681e+00,1.478629929984238256e+00,1.521638348569841037e+00,1.518327977487929914e+00,1.521414847080012622e+00,1.510629737625698743e+00
1.493363940503303677e+00,1.487047997450704928e+00,1.514450888964419928e+00,1.508611296013762093e+00,1.512863034939428752e+00,1.494269088086599639e+00,1.525943435020402195e+00,1.488218616663013583e+00,1.506883101891146381e+00,1.491643812286209458e+00,1.492130813177867443e+00,1.526066529114312065e+00,1.503553170004479300e+00,1.529125348308930432e+00,1.493286340245727928e+00,1.514338815680032146e+00,1.490976191699371345e+00,1.534238986305397345e+00,1.532263602565618443e+00,1.505792806451474064e+00,1.520260183580105950e+00,1.506745596302145884e+00,1.512135956678365645e+00,1.525326795420647974e+00,1.515603031575600168e+00,1.506822044508728364e+00,1.505484137094666774e+00,1.511770004745827789e+00,1.499374884011597464e+00,1.502213246683751446e+00,1.544274889793013195e+00,1.480651371995425514e+00,1.502911614620880743e+00,1.524907084710100502e+00,1.515086807599210106e+00,1.490704226545457978e+00,1.504478905047014203e+00,1.522263263065931627e+00,1.491980304075029684e+00,1.518611145475264879e+00,1.516322197060001375e+00,1.537750205686856386e+00,1.531236920486352737e+00,1.498723993201937388e+00,1.491897898182991344e+00,1.526195126821173087e+00,1.493903462640764346e+00,1.539132257292452177e+00,1.479184374894460197e+00,1.491006691687442487e+00
1.522336362875648108e+00,1.525460055180643870e+00,1.483735226444769850e+00,1.505104788003948757e+00,1.504782376483735806e+00,1.518848707014699873e+00,1.536822054588617315e+00,1.487451372071141975e+00,1.531029542073453209e+00,1.473285074777387127e+00,1.501029133453469777e+00,1.530609060933207699e+00,1.505234709254892111e+00,1.520307728306331985e+00,1.540512446940093261e+00,1.472068764421813336e+00,1.512265201182025010e+00,1.492515575208847034e+00,1.531514481802463745e+00,1.521381741186230041e+00,1.533137244291780776e+00,1.503962443194973408e+00,1.509966277451916250e+00,1.508210971151244584e+00,1.549885277631462666e+00,1.531353118756184406e+00,1.502067901643420855e+00,1.512693292001034751e+00,1.491288302993119430e+00,1.530831803500446231e+00,1.491966936933579735e+00,1.488843172469771270e+00,1.517760995148115910e+00,1.495277021514986426e+00,1.508206604444406240e+00,1.486243488099994847e+00,1.460086691222481026e+00,1.494277503498269155e+00,1.522158299983391361e+00,1.494999281098124744e+00,1.535808359884560659e+00,1.527238836754859719e+00,1.520206629685481925e+00,1.509972173025636799e+00,1.510283010981456453e+00,1.485848479279587186e+00,1.513562552002307271e+00,1.527349470360026329e+00,1.524003945313241237e+00,1.501582539076756762e+00
1.518317545185903006e+00,1.501590758048619190e+00,1.528331163720461738e+00,1.516657396794804935e+00,1.517095190913630987e+00,1.515146371729256147e+00,1.503320938631995896e+00,1.516558585665761960e+00,1.505520427794200478e+00,1.486325784332633848e+00,1.503065575239862506e+00,1.519500032258177979e+00,1.493598569903015205e+00,1.507923521972399206e+00,1.528491313126349338e+00,1.493952024200502660e+00,1.469441063037107975e+00,1.506388828871188634e+00,1.516551926551978458e+00,1.511800759037578157e+00,1.497756192141632692e+00,1.531810697976564883e+00,1.511959327470591141e+00,1.537243927015409684e+00,1.495538295420286712e+00,1.510826746168558499e+00,1.469771275007353273e+00,1.523576896356308996e+00,1.506320624382701423e+00,1.485924000463878514e+00,1.539978990355587829e+00,1.521492383311856544e+00,1.517676545332288462e+00,1.519944451622944115e+00,1.523243507194928403e+00,1.481685320371543657e+00,1.537798598434815034e+00,1.505511067480123977e+00,1.482753056212335663e+00,1.492413916986219169e+00,1.470929105587587937e+00,1.510126089811650640e+00,1.496738097807253975e+00,1.487330986916577613e+00,1.503829479815504300e+00,1.518375002870189450e+00,1.528530278851946589e+00,1.517370444519681172e+00,1.499278679880716503e+00,1.482859615203878656e+00
1.508213452567313206e+00,1.537726865216151761e+00,1.498449312142846379e+00,1.529695434727135872e+00,1.524854618311381582e+00,1.532929926853332958e+00,1.504514319737266348e+00,1.514696581116109275e+00,1.515270679763476513e+00,1.482966221089620618e+00,1.507221758996458050e+00,1.508955357917413309e+00,1.516549102196440568e+00,1.487242509854871830e+00,1.511330825460680094e+00,1.508448449600146901e+00,1.504237873273321258e+00,1.511271109128255796e+00,1.521139532423190666e+00,1.513042894190193888e+00,1.500103588387017517e+00,1.503924348833500568e+00,1.512963792365708660e+00,1.498977609482279760e+00,1.543125180071556191e+00,1.497276756241001427e+00,1.500631936022879920e+00,1.521694406066731231e+00,1.528020689274275368e+00,1.529294754726853167e+00,1.507647125695867674e+00,1.505454137745413812e+00,1.536668799444234290e+00,1.501987726441764481e+00,1.485503006521174729e+00,1.508870646274380167e+00,1.522062165730845296e+00,1.527887183308623387e+00,1.504291887731338484e+00,1.528677995880419305e+00,1.503965087611513152e+00,1.521546353682913688e+00,1.507813736763832235e+00,1.489155123780618872e+00,1.508894167710396861e+00,1.532558019699752361e+00,1.510207742551820331e+00,1.511756517766291719e+00,1.517425188965885186e+00,1.510103564057987402e+00
1.491681912257553755e+00,1.496322363451920046e+00,1.505372379973271890e+00,1.486560163217242936e+00,1.497099107983311361e+00,1.493871791936693727e+00,1.510844045769885291e+00,1.531461789652504679e+00,1.482634746144593452e+00,1.504768596733684793e+00,1.478415742383270892e+00,1.495229516086675980e+00,1.506379717096597348e+00,1.511354489769446641e+00,1.521478224445464100e+00,1.507329786002564287e+00,1.510321933666216365e+00,1.504798130602139627e+00,1.515943076375637855e+00,1.507013157781781354e+00,1.495307585545828211e+00,1.533624518738264220e+00,1.512504226721506750e+00,1.513100176314692957e+00,1.490617057686320468e+00,1.478515097038766379e+00,1.519204956770812798e+00,1.522289125338303517e+00,1.522329478664067093e+00,1.516063299340452586e+00,1.510386024214282585e+00,1.503181494675255525e+00,1.482641763791513245e+00,1.495999474653413319e+00,1.492479672211726616e+00,1.488153315104556285e+00,1.515756038861064470e+00,1.504671303485657585e+00,1.488456071244196766e+00,1.510262211269839616e+00,1.503474104079625784e+00,1.502950429596854542e+00,1.530821357916758885e+00,1.509837954095936796e+00,1.495798815340092069e+00,1.495116843755613711e+00,1.517940721043198327e+00,1.518812184443615543e+00,1.506169934785440923e+00,1.507740029883413602e+00
